"rating__-","title","body"
"2.0 out of 5 stars","MIC NOT WORKING","The mics in both the earpods are not working properly."
"2.0 out of 5 stars","Doesn’t connect easily","At first it was good but after a month it wasn’t connecting easily at all. Not satisfied with the product."
"2.0 out of 5 stars","Damaged","Damaged in 1 year"
"2.0 out of 5 stars","Works poorly when connected to Windows 10 PC for CONFERENCE CALLS. Otherwise OK.","I bought this only for taking conference calls on Windows 10 PC using MS Teams. But it works very poorly. Poor audio quality and constant disconnects. It is not worth the price. I think you should research on other brands and buy them. They come cheaper and offer great quality for the price."
"2.0 out of 5 stars","Don't buy from online,buy at offline apple store","I suggest you to buy airpods at Apple store only.. not online.. Because I got a defective product Till a month it went well.. But then it was not upto mark ... Quality Is low.."
"2.0 out of 5 stars","Return policy","The return policy is very inflexible I ordered it for one plus and it don't seem compatible. Plus also not fitting to my ears. Made a complain but no help."
"2.0 out of 5 stars","Nice eaarphones","Overpriced for sure. Sound quality nowhere near the other earphones in the same price range. But yes, it is a status symbol for many. Buy it only if you want to show-off. Do not buy if you really want good sound."
"2.0 out of 5 stars","Overpriced","Sound quality is Similar like a normal 1500 rs earphone.. Overpriced thats all i can say"
"2.0 out of 5 stars","Heating issue","airpods heating up after use. Its very difficult to use them due to this"
"2.0 out of 5 stars","Noise cancellation is not available","Sound quality not good in outdoor Noise cancellation is not available."
"2.0 out of 5 stars","Trust!","Airpods are excellent but i got a defective and now i make them replace from the service center"
"2.0 out of 5 stars","Received AirPods With Wireless charging case instead of Chargi Case","Received AirPods With Wireless charging case instead of Chargi Case (i have already returned the product but still my refund not issued) #returnkrkegltiki"
"2.0 out of 5 stars","It was good till it lasted.","I’m a great fan of Apple but this time I’ve been let down. The left ear pod has lost its volume to a a large extent & Apple’s after sales service is a big let down in this case."
"2.0 out of 5 stars","Duplicate product","I think product is a duplicate one because as far as i know airpods doesnt have such poor battery backup also network range. Not satisfied with the product. Would request amazon to either return it back or send another one."
"2.0 out of 5 stars","Value for money","While receiving item it was good after opening the lid I notice the lid Is loose. Rest I love the item"
"2.0 out of 5 stars","I feel it’s duplicate","Sound is always breaking.! No noice cancellation.!"
"2.0 out of 5 stars","Noise cancellation is very bad","I don’t like the product"
"2.0 out of 5 stars","Amazon not providing warranty !","No warranty provided by Amazon. Buy at your risk."
"2.0 out of 5 stars","Not a good product","Battery issues from day 1"
"2.0 out of 5 stars","Battery Issue and Product is within Warranty","Please provide Contact Number as my product is under warranty, but is giving battery issues. first individual airpod would last 6 hours but now lasts only upto 2.5 hours. Pls help"
"2.0 out of 5 stars","Don't for it","Don't go for it, go for OnePlus buds, better then this airpods."
"2.0 out of 5 stars","Issues with battery drainage with Left airpod","Super Fast delivery by Amazon and best sound quality on such an amazing product by Apple. Sound Quality:4.5(dont expect too much Bass as its not an in ear earphones the mid and highs are par decent) Build Quality- 4 (expected design changes from Apple) Connectivity:-5 Best ever if you are in the apple eco-system delivery-5 I had two issues with my Airpod:- 1- First time when i paired my earphones with my phone the left earpiece was not working. This was resolved after resetting the Pod. However i felt the issue to be recurring one and i had to reset it for 3 time during the period i owned this product. 2- i started observing that the left airpod was draining at a much faster rate(don worry if you see a difference of 5-10 % difference as no 2- batteries are same) however in my case if right airpod was at 100 the left one would be at 35-50%. Also even if airpods were left in the charge case the left airpod was not charging untill the pairing of the POD with phone was not active.  - Amazon CSR Promised me an exchange of the product a day before however i was not sent any confirmation mail or any update on my cart. The next day o had to reach Amazon CSD back and then i was informed that Exchange cannot happen and only a refund can be initiated.// :( i had to return my product POOR COMMUNICATION BY AMAZON i must say.  I am definitely going to buy the product again after i receive my refund back but not from Amazon. Amazon is great but they didnt had any stock left and i don't want to get into this trouble again.  I am sure my post will be overlooked and Amazon will not pay any heed to all the troubles and discomfort i had with this purchase. However i hope this somehow helps you for your next purchase."
"2.0 out of 5 stars","Call quality not good","My calls are not coming thru properly . Audio quality is bad rooke can’t hear me . Pls exchange it."
