"rating__-","title","body"
"3.0 out of 5 stars","Able to converse hand free","It worked for initial about 7-8 days. It is not working at all now. Due to COVID, I am not visiting any service centre. Please help. Thanks"
"3.0 out of 5 stars","Good earphones but not stellar","The particular piece received has a slightly loose hinge on the case. I have used the previous generation Airpods for 2 years and there was no issue. I guess the quality levels have fallen. Apple India has refused to accept this as a warranty issue. Sound quality is good and same as Airpods from 1st gen. There is no noise cancelling feature for that you will need to look at the Airpods pro and shell out extra dough It pairs much faster with devices as compared to last generation Airpods and “hey Siri” feature is great. Expect a lifetime of slightly over 2 years as the battery starts to wear out and there is no way to replace the battery in the buds Overall a good earphones but with some flaws"
"3.0 out of 5 stars","Nc is not up to the mark bt sound is very good","Good"
"3.0 out of 5 stars","Good product","Good sound quality and Bluetooth connectivity. The only reason i have given 3 stars for the product is that once when the ear phones were not working when i took it to the Apple store, they said the warranty was expired since the product was purchased much earlier in july though the amazon invoice says 2nd December 2019. Beware of that."
"3.0 out of 5 stars","But original ones are great, personally I ordered from here and it was fake","Look airpods itself are amazing without a doubt. But i got a fake one so definitely my experience was bad. I am user of airpods since launch and its very handy. Go for it. Just dont buy it on amazon they cant control delivery people but lot many times cargo comes fake"
"3.0 out of 5 stars","Zero Noise Cancellation - Rest is good","Review after using for 1 month:  Pros:  1. The sound quality is amazing if you are sitting in a quite environment. 2. Extremely light weight. 3. Charging case can charge them for 4 times. 4. Fits most of the ears, please go to nearest apple store, try them for 20-25 mins, if you feel comfortable then only buy. 5. Great voice quality and highly convenient for long calls. You can do all your chores while talking with friends/family.  Cons:  1. Zero Noise cancellation 2. The case gets in 2-3 days of normal use 3. Not good for workout (running, gymming, training, etc) 4. Obviously, overpriced."
"3.0 out of 5 stars","Cannot put in the ear for a long time Very painful","Very painful for the ear Not a good recommendation"
"3.0 out of 5 stars","The transparency of the product","There were small scratches on the case , that was lil disappointing"
"3.0 out of 5 stars","Poor fitting in the ears","Not useful when doing activities like cycling, running,etc. It poorly fits"
"3.0 out of 5 stars","Sound leaks in high volume and even in medium","Over all nice but since its apple the prices are high which I would say is not worth it because you can get earbuds with almost the same quality in a lot cheaper prices."
"3.0 out of 5 stars","Fancy product - easy to ise","If you are looking for sound - please don’t go for this product. Please go for Bose with couple of more bucks. It’s a stylish product with no sense of sound"
"3.0 out of 5 stars","Not worth its price","There are better earphones in sony and jbl at this price. Noise cancellation is not good. If I am listening to music people sitting beside me can hear it. And falls from my ear"
"3.0 out of 5 stars","Less Battery Backup","It gives me only 3 hours of battery backup even after charging it fully."
"3.0 out of 5 stars","Not a value for money","Pros :The connectivity with iPhone is great. It pairs immediately with my iPhone 12pro. Battery life is more than sufficient. Very light weight and fits in the ear perfectly. Looks decent as well.  Cons: 1.Sound quality is poor. It is not better than any cheap earphone. One can easily get this quality of sound in earphones which are under Rs 1000 price range. Those who have used Bose Soundsport cannot tolerate this kind of sound quality. 2. There is no cushion or soft pads so after using for sometime it hurts. Not very comfortable for those who use airpods for a long time.  This kind of items cannot be priced above Rs 1000-1500. Only God know why Apple has priced it at 13999."
"3.0 out of 5 stars","Seems like something ..","Seems like charge doesn't exist for long time . Auto connect is not happening . Noise is not clear sometimes ."
"3.0 out of 5 stars","Uncomfortable","Sound quality is good but it is very painful to wear for long hours."
"3.0 out of 5 stars","Bad experince","Dislike"
"3.0 out of 5 stars","The battery life is pretty bad , no noise cancellation","The voice quality is good, but the battery life is very bad zoom call for 60-70 mins and the battery is out and the voice starts cutting. There is Zero noise cancellation. I would like to return this Can I? Its a waste of money"
"3.0 out of 5 stars","Too overpriced.","Have used these and OnePlus buds z. OnePlus is by far better in sound quality and isolation."
"3.0 out of 5 stars","Genuine but received scratched product .","The media could not be loaded. The product is good, I had some confusion regarding the genuineness of the product, I contacted the Amazon customer service and their behaviour was very harsh. Later on after seeing all the reviews & the images of the product I too noticed a lot of scratches on the case of the product. The product is genuine but somehow I feel like it’s a used one, Amazon should replace the same."
"3.0 out of 5 stars","Able to converse hand free","It worked for initial about 7-8 days. It is not working at all now. Due to COVID, I am not visiting any service centre. Please help. Thanks"
"3.0 out of 5 stars","Good earphones but not stellar","The particular piece received has a slightly loose hinge on the case. I have used the previous generation Airpods for 2 years and there was no issue. I guess the quality levels have fallen. Apple India has refused to accept this as a warranty issue. Sound quality is good and same as Airpods from 1st gen. There is no noise cancelling feature for that you will need to look at the Airpods pro and shell out extra dough It pairs much faster with devices as compared to last generation Airpods and “hey Siri” feature is great. Expect a lifetime of slightly over 2 years as the battery starts to wear out and there is no way to replace the battery in the buds Overall a good earphones but with some flaws"
"3.0 out of 5 stars","Nc is not up to the mark bt sound is very good","Good"
"3.0 out of 5 stars","Good product","Good sound quality and Bluetooth connectivity. The only reason i have given 3 stars for the product is that once when the ear phones were not working when i took it to the Apple store, they said the warranty was expired since the product was purchased much earlier in july though the amazon invoice says 2nd December 2019. Beware of that."
"3.0 out of 5 stars","But original ones are great, personally I ordered from here and it was fake","Look airpods itself are amazing without a doubt. But i got a fake one so definitely my experience was bad. I am user of airpods since launch and its very handy. Go for it. Just dont buy it on amazon they cant control delivery people but lot many times cargo comes fake"
"3.0 out of 5 stars","Zero Noise Cancellation - Rest is good","Review after using for 1 month:  Pros:  1. The sound quality is amazing if you are sitting in a quite environment. 2. Extremely light weight. 3. Charging case can charge them for 4 times. 4. Fits most of the ears, please go to nearest apple store, try them for 20-25 mins, if you feel comfortable then only buy. 5. Great voice quality and highly convenient for long calls. You can do all your chores while talking with friends/family.  Cons:  1. Zero Noise cancellation 2. The case gets in 2-3 days of normal use 3. Not good for workout (running, gymming, training, etc) 4. Obviously, overpriced."
"3.0 out of 5 stars","Worth of buying.","I didn't even expected good sound quality. Sound is good. in my case I got the defect product. both the left and right earpods were not pairing with each other and I was getting continues blinks with amber light. tried with the Amazon customer care, no body responded. Finally I had to return this product and now I have purchased from the store directly and using nicely now."
